npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_mi,nppes_credentials,nppes_provider_gender,nppes_entity_code,nppes_provider_street1,nppes_provider_street2,nppes_provider_city,nppes_provider_zip,nppes_provider_state,nppes_provider_country,provider_type,medicare_participation_indicator,place_of_service,hcpcs_code,hcpcs_description,hcpcs_drug_indicator,line_srvc_cnt,bene_unique_cnt,bene_day_srvc_cnt,average_medicare_allowed_amt,average_submitted_chrg_amt,average_medicare_payment_amt,average_medicare_standard_amt
1659504801,BOWERS,CODY,A,D.P.M.,M,I,1601 MILLTOWN RD,SUITE 24,WILMINGTON,198084027,DE,US,Podiatry,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,118,118,118,77.04,85.33389831,54.20177966,53.30271186
1275534737,SINGH,REETU,,MD,F,I,34381 CARPENTERS WAY,,LEWES,199584910,DE,US,Endocrinology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,628,354,628,75.14,125,55.62113057,54.66073248
1336530146,NDON,JORDONA,,,F,I,774 CHRISTIANA RD,,NEWARK,197134236,DE,US,Nurse Practitioner,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,17,17,17,99.51764706,138.6470588,43.12058824,39.72647059
1578548343,MOROVATI,SHAHROKH,S,MD,M,I,324 EAST MAIN STREET,SUITE 204,NEWARK,197117164,DE,US,General Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,11,11,11,72.17,156.8181818,46.30090909,47.29636364
1487657102,BOWENS,CHRISTOPHER,A,M.D.,M,I,2600 GLASGOW AVE,SUITE 108,NEWARK,19702,DE,US,Cardiovascular Disease (Cardiology),Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,764,520,764,149.08,203.2277487,110.3643979,108.6168063
1619904331,BRYER,JOSEPH,B,M.D.,M,I,2300 PENNSYLVANIA AVE,SUITE 3B,WILMINGTON,198061392,DE,US,Psychiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,221,94,221,72.17,103.8235294,46.27099548,47.25891403
1659530178,SHEA,MICHAEL,L,MD,M,I,1113 S STATE ST,SUITE 100,DOVER,199014112,DE,US,Cardiovascular Disease (Cardiology),Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,925,540,925,108.44,220,77.63117838,77.99254054
1346206661,SAMAHA,MICHEL,R,M.D.,M,I,39 W CLARKE AVE,,MILFORD,199631839,DE,US,Pulmonary Disease,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,785,453,785,110.65,169.4751592,79.62946497,79.21608917
1760495097,WYDILA,MICHAEL,,MD,M,I,1400 PHILADELPHIA PIKE,SUITE A6,WILMINGTON,19809,DE,US,Allergy/ Immunology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,377,192,377,75.10100796,82.21485411,52.68596817,51.46310345
1477666790,BRADY,DREW,A,MD,M,I,4745 OGLETOWN STANTON RD,SUITE 225,NEWARK,19713,DE,US,Orthopedic Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,533,377,533,75.14,136,54.71493433,53.59071295
1548203367,SAUNDERS,JONATHAN,N,M.D.,M,I,E-62 OMEGA DR.,OMEGA PROFESSIONAL CENTER,NEWARK,19713,DE,US,Plastic and Reconstructive Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,27,27,27,170.04,200,125.8514815,122.7818519
1407014095,POTTER,ALISON,L,DO,F,I,774 CHRISTIANA ROAD,SUITE 201,NEWARK,197134221,DE,US,Neurology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,49,45,49,80.75,156.7222449,52.68122449,52.64020408
1245308147,IMBER,PAUL,M,D.O.,M,I,1401 FOULK RD,SUITE 205,WILMINGTON,198032763,DE,US,Otolaryngology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,1241,820,1241,75.14,123,52.95636583,52.35265109
1952376204,HOPKINS,JAMIE,G,DPM,M,I,22 OLD RUDNICK LN,,DOVER,199014912,DE,US,Podiatry,Y,F,99204,"New patient office or other outpatient visit, typically 45 minutes",N,19,19,19,134.23,187.04,105.23,103.02
1932253689,MOTE,GREGORY,,DPM,M,I,2600 GLASGOW AVENUE,SUITE 107,NEWARK,197024773,DE,US,Podiatry,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,24,17,24,24.99375,67,17.96166667,18.3
1417380312,PITTMAN,TARESA,,PMHNP,F,I,102 SLEEPY HOLLOW DR,SUITE 204 BUNKER HILL BUILDING,MIDDLETOWN,197095846,DE,US,Nurse Practitioner,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,144,21,144,126.72,201,95.90666667,93.72888889
1487638136,SCACHERI,ROBERT,Q,MD,M,I,200 BANNING ST,SUITE 320,DOVER,199043485,DE,US,Obstetrics & Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,282,194,282,75.14,120,49.15265957,48.62028369
1508916909,EGAN,WILLIAM,C,M.D.,M,I,4735 OGLETOWN STANTON RD STE 3301,,NEWARK,197137021,DE,US,General Surgery,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,12,12,12,75.5,150,54.2575,54.0375
1386693760,KESTNER,JOSEPH,F,MD,M,I,4745 OGLETOWN STANTON RD,"MAP 1, SUITE 220",NEWARK,197132067,DE,US,Pulmonary Disease,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,263,212,263,52.63,98.65969582,36.90562738,36.35969582
1568527828,PERI,SRIHARI,,M.D.,M,I,18947 JOHN J. WILLIAMS HIGHWAY,,REHOBOTH BEACH,19971,DE,US,Medical Oncology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,79,66,79,25.44,43.75,19.43518987,19.4156962
1164405361,BHAT,ROOPARANI,M,M.D.,F,I,49 HARVEST LN,,HOCKESSIN,197072093,DE,US,Geriatric Medicine,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,62,48,62,79.13,156.0158065,60.30177419,60.30177419
1265563571,COPELAND,KEVIN,A,D.O.,M,I,4755 OGLETOWN-STANTON ROAD,,NEWARK,19718,DE,US,Cardiovascular Disease (Cardiology),Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,108,98,108,149.08,309,109.4026852,109.0907407
1679552764,TAILOR,PRAYUS,T,M.D.,M,I,4923 OGLETOWN STANTON RD,SUITE 200,NEWARK,197132081,DE,US,Nephrology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,12,12,12,80.75,125,63.31,62.03
1891788519,GROLL,JEROME,E,MD,M,I,34445 KING STREET ROW,,LEWES,199584787,DE,US,Family Practice,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,17,17,17,166.64,173.9347059,111.1394118,110.7394118
1588627681,MALEH,DAVID,J,M.D.,M,I,410 FOULK RD,SUITE 100,WILMINGTON,198033820,DE,US,Internal Medicine,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,36,29,36,20.16,31,11.92805556,11.85805556
1780619270,THEW,MAURICE,A,MD,M,I,3516 SILVERSIDE RD,,WILMINGTON,198104932,DE,US,Dermatology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,77,77,77,109.3,170,71.85350649,73.52662338
1659318129,DZEDA,MICHAEL,F,M.D.,M,I,4701 OGLETOWN STANTON RD,STE 1109,NEWARK,197132079,DE,US,Radiation Oncology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,16,13,16,54.2,89,42.49,40.42
1295808848,BASTHOLM,THOMAS,G,O.D.,M,I,1540 SAVANNAH RD,,LEWES,199581682,DE,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,247,158,247,73.64,105,50.34109312,50.17263158
1366752073,FRYE,HEATHER,D,PMHNP-BC,F,I,156 S STATE ST,,DOVER,199017314,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,185,79,185,62.59,75.05405405,38.74189189,40.11983784
1609073246,MILLS,JAMES,D,MD,M,I,540 S GOVERNORS AVE,SUITE 100,DOVER,199043530,DE,US,Neurosurgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,30,30,30,43.88,142.6,34.07,34.52566667
1386966083,RATHER,ZULEHUMA,,MD,F,I,200 BANNING ST,STE 150,DOVER,199043485,DE,US,Internal Medicine,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,30,27,30,43.88,90,20.838,20.73166667
1144283417,CUCUZZELLA,ANTHONY,R,MD,M,I,4735 OGLETOWN-STANTON RD,SUITE 3302,NEWARK,19713,DE,US,Physical Medicine and Rehabilitation,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,112,112,112,166.64,252.6964286,113.7280357,117.0165179
1396709440,BLUMBERG,STEPHEN,M,M.D.,M,I,1113 S STATE ST,SUITE 100,DOVER,199014112,DE,US,Cardiovascular Disease (Cardiology),Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,46,46,46,170.04,340,131.0473913,129.9295652
1659468114,TUOHY,CHERYL,L,NP,F,I,3506 KENNETT PIKE,,WILMINGTON,19807,DE,US,Nurse Practitioner,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,15,14,15,97.23,232.69,73.32733333,71.77733333
1205821881,ZARAGOZA,MICHAEL,R,MD,M,I,200 BANNING ST,SUITE 250,DOVER,19904,DE,US,Urology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,306,153,306,20.57,40,14.62856209,14.29852941
1285716043,KAHN,ANDREA,,M.D,F,I,110 S NORTH ST,,SEAFORD,199733508,DE,US,Ophthalmology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,150,145,150,108.4694667,218.5466667,67.40933333,68.65926667
1184814816,MERRITT,NEASHA,,MD,F,I,9111 ANTIQUE ALY,UNIT 1,BRIDGEVILLE,199334682,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,181,126,181,75.14,123,55.57872928,54.26381216
1386966083,RATHER,ZULEHUMA,,MD,F,I,200 BANNING ST,STE 150,DOVER,199043485,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,97,74,97,108.44,221.5154639,69.12484536,70.65185567
1780861427,SOIRE,ELLEN,K,N.P.,F,I,124 SLEEPY HOLLOW DR STE 203,,MIDDLETOWN,197095838,DE,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,253,198,253,70.44782609,149.8300395,47.15252964,46.59972332
1851323745,SARTER,BRIAN,H,M.D.,M,I,1 CENTURIAN DR,SUITE 200,NEWARK,197132137,DE,US,Cardiovascular Disease (Cardiology),Y,F,99217,Hospital observation care discharge,N,68,64,68,74.97,166,55.32235294,54.15529412
1669430211,BRISTOW,KIMBERLY,R,OD,F,I,1 CENTURIAN DR,SUITE 114,NEWARK,197132137,DE,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,15,15,15,111.506,185,77.41333333,75.46333333
1679597116,KAPLAN,WILLIAM,M,M.D.,M,I,302 POLK AVE,,MILFORD,199631818,DE,US,Gastroenterology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,13,13,13,208.96,320,160.5938462,160.1438462
1811991565,SCHWARTZ,ERIC,T,MD,M,I,230 BEISER BLVD,STE 100,DOVER,199047791,DE,US,Orthopedic Surgery,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,14,14,14,73.99,230,44.34928571,45.34071429
1750329322,PALEKAR,BHASKAR,S,M.D.,M,I,1526 SAVANNAH RD,,LEWES,199581683,DE,US,Internal Medicine,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,34,15,34,20.57,41.85294118,12.80911765,12.48352941
1639273907,CATES,HAYNES,B,MD,M,I,1205 DELAWARE AVE,,WILMINGTON,19806,DE,US,Urology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,86,66,86,75.14,105,54.8,53.5255814
1568439461,ANGKEOW,PIAMSOOK,,M.D.,M,I,252 CHAPMAN ROAD,SUITE 150,WILMINGTON,197025438,DE,US,Cardiovascular Disease (Cardiology),Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,150,130,150,52.63,111.7044,37.80073333,37.51833333
1114946829,ANDERSEN,KATHLEEN,T,APN,F,I,4512 KIRKWOOD HIGHWAY,SUITE 202,WILMINGTON,19808,DE,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,40,40,40,94.05,216.175,70.8115,69.1735
1235143561,SHARMAN,DARYL,,MD,M,I,20251 JOHN J WILLIAMS HIGHWAY,,LEWES,199584314,DE,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,83,83,83,176.55,246,173.02,169.13
1558319145,BENGE,BRUCE,N,MD,M,I,2000 FOULK ROAD,SUITE F,WILMINGTON,19810,DE,US,Urology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,192,192,192,111.53,130.234375,75.84015625,74.26552083
1205916962,HILL,CHARLES,E,MD,M,I,1815 W 13TH ST,,WILMINGTON,198064054,DE,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,23,18,23,75.14,150,42.29869565,41.10956522
1740239235,CELLUCCI,JOHN,M,MD,M,I,124 SLEEPY HOLLOW DR,SUITE 100,MIDDLETOWN,197098894,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,164,156,164,108.0209756,178.5331707,82.09762195,82.39036585
1497839419,KEHAGIAS,IOANNIS,,MD,M,I,222 CARTER DR,STE 101,MIDDLETOWN,197095854,DE,US,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,34,34,34,109.3,225,68.56235294,68.245
1649213836,NOTTINGHAM,WILLIAM,,MD,M,I,1941 LIMESTONE RD,SUITE 215,WILMINGTON,198085408,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,1012,263,1012,106.27,140.1383399,76.18135376,77.66285573
1124496807,MICHEL,KAYSHA,P,AGNP,F,I,4745 OGLETOWN STANTON RD,SUITE 220,NEWARK,197132067,DE,US,Nurse Practitioner,Y,F,99217,Hospital observation care discharge,N,21,21,21,63.72,747,49.96,48.92
1346469707,SPELLER,MARSHA,L,M.D.,F,I,200 CONTINENTAL DR,SUITE 203,NEWARK,197134334,DE,US,Psychiatry,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,125,56,125,54.2,90,40.46328,38.47608
1811964703,BARNETT,THOMAS,P,MD,M,I,200 BANNING ST,SUITE 200,DOVER,199043485,DE,US,General Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,69,60,69,110.65,150,77.0957971,75.28768116
1841451580,BASS,MICHAEL,H,MD,M,I,2600 GLASGOW AVE STE 106,,NEWARK,197025703,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,149,129,149,110.4583893,150,81.41302013,80.7447651
1922427384,REINERT,ROBERT,C,PA-C,M,I,540 S GOVERNORS AVE,SUITE 201,DOVER,199043530,DE,US,Physician Assistant,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,30,29,30,94.05,224.6666667,73.74,72.06
1942257001,FUCCI,PASQUALE,,MD,M,I,1815 W 13TH ST,,WILMINGTON,198064054,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,2071,606,2071,110.65,220.2124578,74.53504587,74.82815065
1144278722,COZZOLINO,DAVID,J,MD,M,I,2000 FOULK ROAD,SUITE F,WILMINGTON,19810,DE,US,Urology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,75,60,75,20.57,38,15.04826667,14.7244
1922002401,PANZER,PETER,B,M.D.,M,I,537 STANTON CHRISTIANA RD,SUITE # 207,NEWARK,197132146,DE,US,Dermatology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,48,48,48,111.53,138,68.634375,66.92
1982683827,PORTZ,ROBERT,A,MD,M,I,18947 JOHN J WILLIAMS HWY UNIT 210,,REHOBOTH BEACH,199714476,DE,US,Emergency Medicine,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,225,225,225,174.8045333,337.0511111,135.6526222,132.7548
1407979537,FREIH,MOUHANAD,,M.D.,M,I,16295 WILLOW CREEK RD,,LEWES,199583614,DE,US,Cardiovascular Disease (Cardiology),Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,14,14,14,80.75,160.7142857,63.31,62.03
1316029077,SMITH,KENNETH,R,MD,M,I,8991 REDDEN RD,,BRIDGEVILLE,199334746,DE,US,Internal Medicine,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,50,47,50,146.1,175,114.54,114.25
1427069475,KIRK,DEBORAH,T,M.D.,F,I,100 SOUTH MAIN STREET,SUITE 205,SMYRNA,199771373,DE,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,422,422,422,176.55,200,172.6828673,169.13
1457736985,SURGUY,WENDY,,,F,I,200 KINGS HWY STE 7,,MILFORD,199631854,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,244,223,244,63.87,151.9098361,47.54209016,47.04561475
1285615146,OSUNKOYA,ABIMBOLA,O,"M.D, M.R., C.O.G.",M,I,810 NEW BURTON RD STE 3,,DOVER,199045488,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,763,328,763,108.44,150,70.95976409,70.74981651
1245283027,EL JAZZAR,KHALED,M,M.D.,M,I,1113 S STATE ST,SUITE 100,DOVER,199014112,DE,US,Cardiovascular Disease (Cardiology),Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,728,370,728,108.44,220,77.03052198,77.90182692
1518245356,TONOZZI,JACOB,J,O.D.,M,I,885 S GOVERNORS AVE,,DOVER,199044158,DE,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,11,11,11,44.78,75,35.1,34.24
1730242397,PAPA,GREGORY,,D.O.,M,I,3620 N DUPONT HWY,,NEW CASTLE,197206316,DE,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,19,19,19,169.56,250,166.17,169.13
1477531275,NACE,JASON,E,MD,M,I,4755 OGLETOWN STANTON RD,,NEWARK,19718,DE,US,Emergency Medicine,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,70,59,70,79.13,146,52.74871429,52.74857143
1982689212,GILL,JAMES,M,MD,M,I,213 GREENHILL AVE,SUITE B,WILMINGTON,198051844,DE,US,Family Practice,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,90,51,90,149.08,318,106.6794444,105.7728889
1831129600,BERIKASHVILI,NANA,,MD,F,I,501 WEST 14TH STREET,,WILMINGTON,19801,DE,US,Psychiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,114,53,114,74.04789474,130.0019298,53.72526316,53.2277193
1447322060,SEHGAL,MANU,,M.D.,M,I,515 S DUPONT BLVD,,MILFORD,199631757,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,793,482,793,110.65,165.5967718,71.00088272,69.41050441
1336540657,MINER,SHARON,,,F,I,1400 N WASHINGTON ST,WILMINGTON HOSPITAL ANNEX,WILMINGTON,198011024,DE,US,Nurse Practitioner,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,114,46,114,44.74,93.90070175,32.60894737,31.93947368
1841299906,SQUIRES,NANCY,,MD,F,I,32335 DUPONT BLVD,,DAGSBORO,19939,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,1181,760,1181,75.14,128.1659611,44.14684166,43.35477561
1487622015,ARONOFF,BURTON,S,MD,M,I,904 MIDDLEFORD RD,,SEAFORD,199733604,DE,US,Gastroenterology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,399,182,399,106.27,184.5238095,79.01987469,80.68250627
1699713032,DE JESUS,VICTORINO,L,M.D.,M,I,1330 MIDDLEFORD RD,SUITE 301,SEAFORD,199733648,DE,US,Internal Medicine,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,44,42,44,149.08,300,98.65931818,96.38795455
1568697985,IBRAHIM,GEORGE,,MD,M,I,537 STANTON CHRISTIANA RD STE 102,,NEWARK,197132145,DE,US,General Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,95,53,95,30.63284211,81.57894737,23.11978947,24.11905263
1124036017,ANAGNOSTAKOS,HARRY,J,DO,M,I,400 SAVANNAH RD,SUITE B,LEWES,199581499,DE,US,Gastroenterology,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,15,15,15,77.04,152.4,36.572,35.37
1306888961,RABEN,ADAM,,M.D.,M,I,4701 OGLETOWN STANTON RD,STE 1109,NEWARK,197132079,DE,US,Radiation Oncology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,88,82,88,80.90727273,131,62.47943182,61.69375
1508177809,FREDERICK,ELIZABETH,L,NP,F,I,33664 BAYVIEW MEDICAL DR UNIT 2,,LEWES,199581687,DE,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,99,99,99,94.05,218.2121212,73.19313131,72.24191919
1700227352,CHAMBERS,CAROLYN,B,PA-C,F,I,124 SLEEPY HOLLOW DR,SUITE 203,MIDDLETOWN,197095838,DE,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,323,274,323,44.74,92.16718266,29.86724458,29.41356037
1831129600,BERIKASHVILI,NANA,,MD,F,I,501 WEST 14TH STREET,,WILMINGTON,19801,DE,US,Psychiatry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,170,65,170,109.129,186.1728235,82.18705882,81.94011765
1932301801,RUBINO,MATTHEW,S,MD,M,I,501 W 14TH ST,SUITE 4N54B,WILMINGTON,198011013,DE,US,General Surgery,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,16,15,16,80.75,196.2225,63.31,62.03
1356336937,KIM,JOOHYONG,H,MD,M,I,200 BANNING ST,SUITE 250,DOVER,19904,DE,US,Urology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,55,55,55,75.14,122,49.11,48.55963636
1932189123,NUKUNA,KENNETH,,MD,M,I,111 CONTINENTAL DR,SUITE 406,NEWARK,197134306,DE,US,Internal Medicine,Y,F,99217,Hospital observation care discharge,N,22,22,22,74.97,177.4545455,56.53318182,55.29318182
1700851383,SEMENICK,KRISTEN,M,OD,F,I,833 SOUTH GOVERNORS AV,,DOVER,199044158,DE,US,Optometry,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,26,26,26,166.64,306,130.64,130.24
1952400327,CRUZ,RICHARD,L,MD,M,I,1701 AUGUSTINE CUT OFF,SUITE 8,WILMINGTON,19803,DE,US,Psychiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,279,14,279,40.86,48.92,31.35096774,33.5727957
1780618702,GILANI,M,J,MD,M,I,1309 VEALE RD,SUITE 11,WILMINGTON,198104609,DE,US,Internal Medicine,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,70,67,70,146.1,213.7142857,95.91371429,95.65671429
1659318129,DZEDA,MICHAEL,F,M.D.,M,I,4701 OGLETOWN STANTON RD,STE 1109,NEWARK,197132079,DE,US,Radiation Oncology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,22,22,22,179.99,320,141.11,133.89
1124036017,ANAGNOSTAKOS,HARRY,J,DO,M,I,400 SAVANNAH RD,SUITE B,LEWES,199581499,DE,US,Gastroenterology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,28,28,28,111.53,220,78.3575,76.26178571
1487622015,ARONOFF,BURTON,S,MD,M,I,904 MIDDLEFORD RD,,SEAFORD,199733604,DE,US,Gastroenterology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,12,12,12,163.31,250,119.82,132.9633333
1376756080,MORGAN,FANTA,V,D.P.M.,F,I,22 OLD RUDNICK LN,,DOVER,199014912,DE,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,181,142,181,75.14,82.88281768,54.20574586,53.26657459
1174574305,EDELSOHN,LANNY,,M.D.,M,I,774 CHRISTIANA RD,SUITE 201,NEWARK,197134236,DE,US,Neurology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,336,299,336,80.75,156.8791964,45.74824405,45.4527381
1194720581,ESCHBACH,LEO,H,DO,M,I,1535 SAVANNAH RD,,LEWES,199581611,DE,US,Obstetrics & Gynecology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,16,13,16,20.57,33,14.11375,13.755
1285954388,QUERCETTI,KELLI,A,D.O.,F,I,18947 JOHN J WILLIAMS HWY,SUITE 201,REHOBOTH BEACH,199714474,DE,US,Otolaryngology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,111,111,111,170.04,335.6486487,121.9698198,121.2264865
1679553580,SOWA,DAVID,T,MD,M,I,4745 OGLETOWN STANTON RD,SUITE 225,NEWARK,197132067,DE,US,Hand Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,882,611,882,44.78,96,32.04324263,31.29153061
1467553982,PALERMO,FRANCIS,A,M.D.,M,I,620 STANTON-CHRISTIANA ROAD,SUITE 301,NEWARK,19713,DE,US,Cardiovascular Disease (Cardiology),Y,F,99205,"New patient office or other outpatient visit, typically 60 minutes",N,53,53,53,173.88,225,136.32,133.89
1932333465,HURD,JENNIFER,A,M.D.,F,I,16529 COASTAL HWY,,LEWES,199583605,DE,US,Internal Medicine,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,130,130,130,169.56,212,166.17,169.13
1184849739,AHMED,SAFI,U,MD,M,I,1100 FORREST AVE,,DOVER,199043309,DE,US,Clinical Cardiatric Electrophysiology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,15,11,15,141.92,381,111.27,114.25
1760661193,PRINCIPE,MICHAEL,J,D.O.,M,I,1096 OLD CHURCHMANS RD,,NEWARK,197132102,DE,US,Orthopedic Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,24,24,24,109.3,547.1666667,83.85541667,85.20333333
1295760882,RUBACKY,JOSEPH,F,D.O.,M,I,1342 S GOVERNORS AVE,,DOVER,199044804,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,1717,626,1717,110.65,146,72.52532324,71.89348282
1780861427,SOIRE,ELLEN,K,N.P.,F,I,124 SLEEPY HOLLOW DR STE 203,,MIDDLETOWN,197095838,DE,US,Nurse Practitioner,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,24,23,24,99.6875,254.8333333,65.84833333,64.46333333
1912964446,LARUE,LORI,E,DPM,F,I,1010 N BANCROFT PKWY,SUITE 12,WILMINGTON,198052690,DE,US,Podiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,93,75,93,43.88,75.98193548,30.3872043,30.24451613
1649434283,KAUTA,SHILPA,R,MD,F,I,774 CHRISTIANA RD,SUITE 201,NEWARK,197134236,DE,US,Neurology,Y,F,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,34,32,34,114.39,319.1432353,86.77382353,84.94441177
